user,contributions,repositories,primary_language,monthly_contributions,contribution_types
dmulcahey,324,26,Python,"{'2023-06': 8, '2023-07': 9, '2023-08': 12, '2023-09': 15, '2023-10': 10, '2023-11': 4, '2023-12': 29, '2024-01': 58, '2024-02': 49, '2024-03': 85, '2024-04': 41, '2024-05': 4, '2024-06': 0}","{'commits': 103, 'pull_requests': 90, 'issues': 8, 'reviews': 90}"
eddie-gomes,69,32,JavaScript,"{'2023-06': 5, '2023-07': 12, '2023-08': 0, '2023-09': 2, '2023-10': 5, '2023-11': 1, '2023-12': 2, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 40, '2024-06': 2}","{'commits': 62, 'pull_requests': 3, 'issues': 0, 'reviews': 1}"
pedroyen21,125,15,Python,"{'2023-06': 42, '2023-07': 42, '2023-08': 4, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 19, '2024-05': 17, '2024-06': 1}","{'commits': 101, 'pull_requests': 16, 'issues': 5, 'reviews': 2}"
PabloGJBS,200,23,C,"{'2023-06': 22, '2023-07': 16, '2023-08': 0, '2023-09': 11, '2023-10': 36, '2023-11': 33, '2023-12': 69, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 13, '2024-05': 0, '2024-06': 0}","{'commits': 191, 'pull_requests': 3, 'issues': 3, 'reviews': 1}"
Yagoas,14,6,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 8, '2023-11': 5, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 13, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
nijel,4178,89,Python,"{'2023-06': 307, '2023-07': 310, '2023-08': 314, '2023-09': 417, '2023-10': 402, '2023-11': 431, '2023-12': 297, '2024-01': 463, '2024-02': 285, '2024-03': 467, '2024-04': 258, '2024-05': 227, '2024-06': 0}","{'commits': 3031, 'pull_requests': 546, 'issues': 91, 'reviews': 89}"
engrbm87,132,31,Python,"{'2023-06': 3, '2023-07': 13, '2023-08': 10, '2023-09': 30, '2023-10': 13, '2023-11': 34, '2023-12': 17, '2024-01': 7, '2024-02': 2, '2024-03': 0, '2024-04': 0, '2024-05': 3, '2024-06': 0}","{'commits': 69, 'pull_requests': 51, 'issues': 2, 'reviews': 4}"
TheCarlosRamos,162,10,Python,"{'2023-06': 11, '2023-07': 50, '2023-08': 0, '2023-09': 55, '2023-10': 1, '2023-11': 3, '2023-12': 6, '2024-01': 0, '2024-02': 0, '2024-03': 3, '2024-04': 11, '2024-05': 22, '2024-06': 0}","{'commits': 141, 'pull_requests': 13, 'issues': 0, 'reviews': 1}"
Erick-ems,54,24,Java,"{'2023-06': 14, '2023-07': 0, '2023-08': 4, '2023-09': 19, '2023-10': 4, '2023-11': 4, '2023-12': 0, '2024-01': 0, '2024-02': 1, '2024-03': 0, '2024-04': 5, '2024-05': 3, '2024-06': 0}","{'commits': 39, 'pull_requests': 3, 'issues': 0, 'reviews': 0}"
Mayara-tech,943,31,Java,"{'2023-06': 31, '2023-07': 33, '2023-08': 0, '2023-09': 100, '2023-10': 316, '2023-11': 223, '2023-12': 155, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 85, '2024-05': 0, '2024-06': 0}","{'commits': 881, 'pull_requests': 32, 'issues': 20, 'reviews': 9}"
ViniciussdeOliveira,76,19,Python,"{'2023-06': 32, '2023-07': 13, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 4, '2024-01': 0, '2024-02': 1, '2024-03': 6, '2024-04': 5, '2024-05': 15, '2024-06': 0}","{'commits': 55, 'pull_requests': 2, 'issues': 14, 'reviews': 1}"
RaissaAndradeS,128,9,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 7, '2023-11': 16, '2023-12': 18, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 40, '2024-05': 45, '2024-06': 1}","{'commits': 110, 'pull_requests': 7, 'issues': 4, 'reviews': 0}"
leonardogonmac,116,18,Python,"{'2023-06': 46, '2023-07': 9, '2023-08': 0, '2023-09': 19, '2023-10': 28, '2023-11': 3, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 6, '2024-05': 4, '2024-06': 0}","{'commits': 99, 'pull_requests': 2, 'issues': 1, 'reviews': 0}"
lucaslobao-18,138,15,HTML,"{'2023-06': 13, '2023-07': 18, '2023-08': 2, '2023-09': 4, '2023-10': 33, '2023-11': 33, '2023-12': 22, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 11, '2024-05': 1, '2024-06': 0}","{'commits': 132, 'pull_requests': 1, 'issues': 1, 'reviews': 0}"
BrunoBReis,273,24,Python,"{'2023-06': 13, '2023-07': 31, '2023-08': 0, '2023-09': 37, '2023-10': 65, '2023-11': 32, '2023-12': 3, '2024-01': 0, '2024-02': 0, '2024-03': 63, '2024-04': 15, '2024-05': 14, '2024-06': 0}","{'commits': 251, 'pull_requests': 3, 'issues': 5, 'reviews': 0}"
ArturRSA19,339,34,JavaScript,"{'2023-06': 79, '2023-07': 74, '2023-08': 2, '2023-09': 48, '2023-10': 14, '2023-11': 37, '2023-12': 26, '2024-01': 28, '2024-02': 9, '2024-03': 3, '2024-04': 16, '2024-05': 3, '2024-06': 0}","{'commits': 310, 'pull_requests': 6, 'issues': 4, 'reviews': 1}"
igorq937,162,26,JavaScript,"{'2023-06': 106, '2023-07': 44, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 8, '2024-01': 0, '2024-02': 0, '2024-03': 4, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 145, 'pull_requests': 4, 'issues': 1, 'reviews': 6}"
rafaelmakaha,638,82,Python,"{'2023-06': 42, '2023-07': 29, '2023-08': 34, '2023-09': 102, '2023-10': 84, '2023-11': 33, '2023-12': 35, '2024-01': 73, '2024-02': 50, '2024-03': 75, '2024-04': 40, '2024-05': 41, '2024-06': 0}","{'commits': 7, 'pull_requests': 4, 'issues': 1, 'reviews': 0}"
vitorekr,122,42,Python,"{'2023-06': 17, '2023-07': 16, '2023-08': 2, '2023-09': 1, '2023-10': 6, '2023-11': 29, '2023-12': 51, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 97, 'pull_requests': 5, 'issues': 8, 'reviews': 1}"
CADU110,609,16,Python,"{'2023-06': 20, '2023-07': 0, '2023-08': 278, '2023-09': 18, '2023-10': 18, '2023-11': 37, '2023-12': 73, '2024-01': 34, '2024-02': 28, '2024-03': 71, '2024-04': 2, '2024-05': 30, '2024-06': 0}","{'commits': 595, 'pull_requests': 11, 'issues': 0, 'reviews': 0}"
SwampTG,183,54,JavaScript,"{'2023-06': 39, '2023-07': 21, '2023-08': 0, '2023-09': 0, '2023-10': 8, '2023-11': 13, '2023-12': 25, '2024-01': 7, '2024-02': 0, '2024-03': 27, '2024-04': 43, '2024-05': 0, '2024-06': 0}","{'commits': 114, 'pull_requests': 7, 'issues': 0, 'reviews': 4}"
DaviMatheus,500,52,Python,"{'2023-06': 121, '2023-07': 56, '2023-08': 0, '2023-09': 27, '2023-10': 120, '2023-11': 96, '2023-12': 60, '2024-01': 0, '2024-02': 0, '2024-03': 10, '2024-04': 6, '2024-05': 4, '2024-06': 0}","{'commits': 359, 'pull_requests': 35, 'issues': 24, 'reviews': 35}"
Julio-eng,84,19,JavaScript,"{'2023-06': 20, '2023-07': 18, '2023-08': 1, '2023-09': 6, '2023-10': 11, '2023-11': 5, '2023-12': 9, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 2, '2024-05': 12, '2024-06': 0}","{'commits': 54, 'pull_requests': 4, 'issues': 0, 'reviews': 1}"
rodrigogontijoo,36,8,C,"{'2023-06': 14, '2023-07': 9, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 2, '2024-05': 11, '2024-06': 0}","{'commits': 36, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
saracampss,65,33,Python,"{'2023-06': 9, '2023-07': 1, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 1, '2024-01': 0, '2024-02': 0, '2024-03': 19, '2024-04': 25, '2024-05': 10, '2024-06': 0}","{'commits': 42, 'pull_requests': 4, 'issues': 14, 'reviews': 0}"
PauloVictorFS,62,19,C++,"{'2023-06': 1, '2023-07': 0, '2023-08': 0, '2023-09': 15, '2023-10': 20, '2023-11': 8, '2023-12': 7, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 11, '2024-05': 0, '2024-06': 0}","{'commits': 53, 'pull_requests': 7, 'issues': 0, 'reviews': 0}"
iagorrr,1632,16,C++,"{'2023-06': 100, '2023-07': 136, '2023-08': 214, '2023-09': 203, '2023-10': 81, '2023-11': 151, '2023-12': 140, '2024-01': 134, '2024-02': 127, '2024-03': 82, '2024-04': 86, '2024-05': 178, '2024-06': 0}","{'commits': 1535, 'pull_requests': 14, 'issues': 8, 'reviews': 1}"
camilacareli,121,11,JavaScript,"{'2023-06': 27, '2023-07': 12, '2023-08': 0, '2023-09': 7, '2023-10': 20, '2023-11': 29, '2023-12': 26, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 106, 'pull_requests': 5, 'issues': 0, 'reviews': 6}"
andrelucasf,84,36,JavaScript,"{'2023-06': 19, '2023-07': 5, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 15, '2024-01': 4, '2024-02': 1, '2024-03': 8, '2024-04': 23, '2024-05': 9, '2024-06': 0}","{'commits': 46, 'pull_requests': 3, 'issues': 0, 'reviews': 0}"
Savjee,796,29,TypeScript,"{'2023-06': 42, '2023-07': 84, '2023-08': 59, '2023-09': 24, '2023-10': 58, '2023-11': 60, '2023-12': 40, '2024-01': 20, '2024-02': 5, '2024-03': 153, '2024-04': 201, '2024-05': 49, '2024-06': 1}","{'commits': 235, 'pull_requests': 0, 'issues': 2, 'reviews': 0}"
higton,292,27,JavaScript,"{'2023-06': 189, '2023-07': 103, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 253, 'pull_requests': 26, 'issues': 7, 'reviews': 6}"
crstyhs,169,15,HTML,"{'2023-06': 18, '2023-07': 8, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 5, '2023-12': 8, '2024-01': 0, '2024-02': 0, '2024-03': 28, '2024-04': 52, '2024-05': 50, '2024-06': 0}","{'commits': 126, 'pull_requests': 29, 'issues': 11, 'reviews': 0}"
cwtshh,276,33,JavaScript,"{'2023-06': 66, '2023-07': 17, '2023-08': 36, '2023-09': 24, '2023-10': 25, '2023-11': 28, '2023-12': 3, '2024-01': 6, '2024-02': 2, '2024-03': 7, '2024-04': 50, '2024-05': 12, '2024-06': 0}","{'commits': 176, 'pull_requests': 11, 'issues': 2, 'reviews': 6}"
Bertolazi,88,5,C++,"{'2023-06': 0, '2023-07': 0, '2023-08': 2, '2023-09': 5, '2023-10': 12, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 2, '2024-04': 21, '2024-05': 46, '2024-06': 0}","{'commits': 65, 'pull_requests': 17, 'issues': 0, 'reviews': 4}"
DaviPierre,121,18,C,"{'2023-06': 5, '2023-07': 29, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 34, '2024-01': 1, '2024-02': 4, '2024-03': 1, '2024-04': 29, '2024-05': 18, '2024-06': 0}","{'commits': 103, 'pull_requests': 12, 'issues': 1, 'reviews': 0}"
LucasBergholz,405,18,Python,"{'2023-06': 99, '2023-07': 24, '2023-08': 1, '2023-09': 39, '2023-10': 27, '2023-11': 39, '2023-12': 29, '2024-01': 14, '2024-02': 16, '2024-03': 37, '2024-04': 51, '2024-05': 29, '2024-06': 0}","{'commits': 292, 'pull_requests': 39, 'issues': 25, 'reviews': 42}"
jafar-atili,345,19,Python,"{'2023-06': 21, '2023-07': 21, '2023-08': 21, '2023-09': 23, '2023-10': 12, '2023-11': 32, '2023-12': 20, '2024-01': 51, '2024-02': 25, '2024-03': 42, '2024-04': 18, '2024-05': 59, '2024-06': 0}","{'commits': 11, 'pull_requests': 6, 'issues': 3, 'reviews': 4}"
algorithmorphic,68,4,Java,"{'2023-06': 1, '2023-07': 44, '2023-08': 0, '2023-09': 1, '2023-10': 22, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 64, 'pull_requests': 4, 'issues': 0, 'reviews': 0}"
italofernandes13,37,28,Python,"{'2023-06': 28, '2023-07': 9, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 17, 'pull_requests': 6, 'issues': 4, 'reviews': 10}"
julio-dourado,81,26,JavaScript,"{'2023-06': 16, '2023-07': 7, '2023-08': 0, '2023-09': 0, '2023-10': 1, '2023-11': 0, '2023-12': 4, '2024-01': 0, '2024-02': 0, '2024-03': 3, '2024-04': 23, '2024-05': 27, '2024-06': 0}","{'commits': 50, 'pull_requests': 9, 'issues': 17, 'reviews': 0}"
evinhassoft,35,13,Java,"{'2023-06': 6, '2023-07': 29, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 27, 'pull_requests': 4, 'issues': 3, 'reviews': 0}"
RafaelCLG0,77,7,Python,"{'2023-06': 49, '2023-07': 22, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 6, '2024-05': 0, '2024-06': 0}","{'commits': 63, 'pull_requests': 10, 'issues': 2, 'reviews': 1}"
julianavalle,389,39,Python,"{'2023-06': 44, '2023-07': 23, '2023-08': 34, '2023-09': 41, '2023-10': 27, '2023-11': 58, '2023-12': 36, '2024-01': 57, '2024-02': 21, '2024-03': 18, '2024-04': 29, '2024-05': 1, '2024-06': 0}","{'commits': 45, 'pull_requests': 10, 'issues': 0, 'reviews': 22}"
github-actions[bot],0,0,N/A,{},{}
Brenno-Silva01,40,11,C,"{'2023-06': 0, '2023-07': 2, '2023-08': 0, '2023-09': 11, '2023-10': 15, '2023-11': 6, '2023-12': 6, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 38, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
giovanadionisio,1,47,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 1, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
edilbertocantuaria,339,39,JavaScript,"{'2023-06': 44, '2023-07': 20, '2023-08': 33, '2023-09': 49, '2023-10': 35, '2023-11': 44, '2023-12': 95, '2024-01': 0, '2024-02': 0, '2024-03': 4, '2024-04': 15, '2024-05': 0, '2024-06': 0}","{'commits': 223, 'pull_requests': 49, 'issues': 24, 'reviews': 7}"
joaoseisei,213,11,JavaScript,"{'2023-06': 23, '2023-07': 0, '2023-08': 105, '2023-09': 5, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 80, '2024-05': 0, '2024-06': 0}","{'commits': 209, 'pull_requests': 1, 'issues': 0, 'reviews': 0}"
AntonioAldisio,203,53,Python,"{'2023-06': 51, '2023-07': 79, '2023-08': 19, '2023-09': 30, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 2, '2024-02': 0, '2024-03': 21, '2024-04': 1, '2024-05': 0, '2024-06': 0}","{'commits': 119, 'pull_requests': 1, 'issues': 0, 'reviews': 0}"
ServidioEC,0,41,HTML,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
davet2001,410,37,Python,"{'2023-06': 6, '2023-07': 9, '2023-08': 35, '2023-09': 27, '2023-10': 125, '2023-11': 14, '2023-12': 37, '2024-01': 15, '2024-02': 23, '2024-03': 71, '2024-04': 8, '2024-05': 38, '2024-06': 2}","{'commits': 174, 'pull_requests': 59, 'issues': 7, 'reviews': 159}"
frmiza,193,24,Python,"{'2023-06': 75, '2023-07': 22, '2023-08': 0, '2023-09': 20, '2023-10': 10, '2023-11': 0, '2023-12': 27, '2024-01': 0, '2024-02': 0, '2024-03': 6, '2024-04': 21, '2024-05': 12, '2024-06': 0}","{'commits': 145, 'pull_requests': 22, 'issues': 16, 'reviews': 0}"
starkillerOG,680,36,Python,"{'2023-06': 49, '2023-07': 75, '2023-08': 51, '2023-09': 55, '2023-10': 34, '2023-11': 102, '2023-12': 62, '2024-01': 37, '2024-02': 104, '2024-03': 42, '2024-04': 3, '2024-05': 60, '2024-06': 6}","{'commits': 434, 'pull_requests': 168, 'issues': 5, 'reviews': 71}"
FauseSkyWalker,170,16,JavaScript,"{'2023-06': 2, '2023-07': 0, '2023-08': 15, '2023-09': 22, '2023-10': 43, '2023-11': 28, '2023-12': 27, '2024-01': 1, '2024-02': 5, '2024-03': 3, '2024-04': 18, '2024-05': 6, '2024-06': 0}","{'commits': 147, 'pull_requests': 17, 'issues': 0, 'reviews': 0}"
WashingtonBispo,262,45,Python,"{'2023-06': 2, '2023-07': 7, '2023-08': 4, '2023-09': 51, '2023-10': 34, '2023-11': 63, '2023-12': 88, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 1, '2024-05': 7, '2024-06': 5}","{'commits': 209, 'pull_requests': 15, 'issues': 14, 'reviews': 20}"
fsousac,819,17,Java,"{'2023-06': 118, '2023-07': 272, '2023-08': 44, '2023-09': 33, '2023-10': 98, '2023-11': 64, '2023-12': 50, '2024-01': 7, '2024-02': 36, '2024-03': 40, '2024-04': 28, '2024-05': 29, '2024-06': 0}","{'commits': 633, 'pull_requests': 6, 'issues': 8, 'reviews': 3}"
linktocaio,101,26,TypeScript,"{'2023-06': 21, '2023-07': 40, '2023-08': 0, '2023-09': 6, '2023-10': 4, '2023-11': 2, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 17, '2024-04': 11, '2024-05': 0, '2024-06': 0}","{'commits': 82, 'pull_requests': 2, 'issues': 3, 'reviews': 6}"
GeovaneSFT,94,20,Python,"{'2023-06': 1, '2023-07': 2, '2023-08': 4, '2023-09': 17, '2023-10': 9, '2023-11': 15, '2023-12': 23, '2024-01': 1, '2024-02': 1, '2024-03': 6, '2024-04': 2, '2024-05': 13, '2024-06': 0}","{'commits': 44, 'pull_requests': 3, 'issues': 2, 'reviews': 1}"
MorettiGS,186,32,Python,"{'2023-06': 71, '2023-07': 33, '2023-08': 0, '2023-09': 33, '2023-10': 17, '2023-11': 7, '2023-12': 18, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 6, '2024-05': 0, '2024-06': 0}","{'commits': 173, 'pull_requests': 9, 'issues': 1, 'reviews': 0}"
thiagohdaqw,654,51,Python,"{'2023-06': 47, '2023-07': 41, '2023-08': 1, '2023-09': 14, '2023-10': 94, '2023-11': 352, '2023-12': 73, '2024-01': 5, '2024-02': 0, '2024-03': 24, '2024-04': 3, '2024-05': 0, '2024-06': 0}","{'commits': 144, 'pull_requests': 19, 'issues': 8, 'reviews': 35}"
elupus,648,75,Python,"{'2023-06': 99, '2023-07': 74, '2023-08': 40, '2023-09': 16, '2023-10': 90, '2023-11': 67, '2023-12': 40, '2024-01': 53, '2024-02': 50, '2024-03': 28, '2024-04': 30, '2024-05': 60, '2024-06': 1}","{'commits': 276, 'pull_requests': 140, 'issues': 8, 'reviews': 216}"
guilhermedfs,316,64,Swift,"{'2023-06': 52, '2023-07': 15, '2023-08': 6, '2023-09': 52, '2023-10': 117, '2023-11': 31, '2023-12': 9, '2024-01': 0, '2024-02': 7, '2024-03': 0, '2024-04': 13, '2024-05': 12, '2024-06': 2}","{'commits': 170, 'pull_requests': 33, 'issues': 77, 'reviews': 29}"
catlenc,213,15,Python,"{'2023-06': 24, '2023-07': 11, '2023-08': 0, '2023-09': 6, '2023-10': 17, '2023-11': 31, '2023-12': 36, '2024-01': 0, '2024-02': 7, '2024-03': 6, '2024-04': 56, '2024-05': 19, '2024-06': 0}","{'commits': 203, 'pull_requests': 5, 'issues': 2, 'reviews': 0}"
jps12,1461,46,Python,"{'2023-06': 169, '2023-07': 62, '2023-08': 143, '2023-09': 185, '2023-10': 134, '2023-11': 154, '2023-12': 67, '2024-01': 116, '2024-02': 112, '2024-03': 112, '2024-04': 114, '2024-05': 93, '2024-06': 0}","{'commits': 39, 'pull_requests': 5, 'issues': 30, 'reviews': 5}"
marcelveldt,2176,17,Python,"{'2023-06': 161, '2023-07': 303, '2023-08': 105, '2023-09': 29, '2023-10': 74, '2023-11': 96, '2023-12': 101, '2024-01': 210, '2024-02': 335, '2024-03': 267, '2024-04': 202, '2024-05': 288, '2024-06': 5}","{'commits': 1212, 'pull_requests': 486, 'issues': 26, 'reviews': 419}"
lelamo2002,229,29,TypeScript,"{'2023-06': 45, '2023-07': 40, '2023-08': 18, '2023-09': 15, '2023-10': 0, '2023-11': 34, '2023-12': 20, '2024-01': 2, '2024-02': 0, '2024-03': 4, '2024-04': 46, '2024-05': 5, '2024-06': 0}","{'commits': 116, 'pull_requests': 6, 'issues': 1, 'reviews': 0}"
fxred,480,13,Python,"{'2023-06': 11, '2023-07': 0, '2023-08': 52, '2023-09': 47, '2023-10': 57, '2023-11': 30, '2023-12': 34, '2024-01': 76, '2024-02': 36, '2024-03': 47, '2024-04': 51, '2024-05': 37, '2024-06': 2}","{'commits': 49, 'pull_requests': 0, 'issues': 3, 'reviews': 0}"
Carlos-E-Souza,69,23,JavaScript,"{'2023-06': 48, '2023-07': 20, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 1, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 15, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
JeffersonSenaa,363,19,Java,"{'2023-06': 18, '2023-07': 30, '2023-08': 0, '2023-09': 10, '2023-10': 51, '2023-11': 41, '2023-12': 16, '2024-01': 18, '2024-02': 18, '2024-03': 47, '2024-04': 87, '2024-05': 24, '2024-06': 3}","{'commits': 293, 'pull_requests': 23, 'issues': 24, 'reviews': 11}"
ItaloBrunoM,76,13,Jupyter Notebook,"{'2023-06': 1, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 18, '2024-04': 23, '2024-05': 34, '2024-06': 0}","{'commits': 67, 'pull_requests': 7, 'issues': 1, 'reviews': 0}"
brunotarquinio,82,9,JavaScript,"{'2023-06': 9, '2023-07': 14, '2023-08': 0, '2023-09': 3, '2023-10': 15, '2023-11': 9, '2023-12': 29, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 2, '2024-05': 0, '2024-06': 0}","{'commits': 79, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
gpersijn,90,53,JavaScript,"{'2023-06': 12, '2023-07': 10, '2023-08': 0, '2023-09': 13, '2023-10': 10, '2023-11': 45, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 71, 'pull_requests': 17, 'issues': 0, 'reviews': 0}"
DeM4rcio,37,18,Python,"{'2023-06': 15, '2023-07': 7, '2023-08': 0, '2023-09': 1, '2023-10': 0, '2023-11': 4, '2023-12': 8, '2024-01': 1, '2024-02': 0, '2024-03': 0, '2024-04': 1, '2024-05': 0, '2024-06': 0}","{'commits': 26, 'pull_requests': 5, 'issues': 1, 'reviews': 0}"
artur-seppa,67,20,Java,"{'2023-06': 1, '2023-07': 3, '2023-08': 2, '2023-09': 3, '2023-10': 9, '2023-11': 26, '2023-12': 20, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 3, '2024-05': 0, '2024-06': 0}","{'commits': 25, 'pull_requests': 20, 'issues': 20, 'reviews': 1}"
IanPSRocha,325,38,Python,"{'2023-06': 0, '2023-07': 2, '2023-08': 0, '2023-09': 15, '2023-10': 127, '2023-11': 112, '2023-12': 62, '2024-01': 6, '2024-02': 0, '2024-03': 0, '2024-04': 1, '2024-05': 0, '2024-06': 0}","{'commits': 243, 'pull_requests': 6, 'issues': 69, 'reviews': 3}"
Matheus-AM,49,66,JavaScript,"{'2023-06': 24, '2023-07': 10, '2023-08': 9, '2023-09': 0, '2023-10': 1, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 5, '2024-06': 0}","{'commits': 24, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
AnaCarolinaRodriguesLeite,146,67,C,"{'2023-06': 11, '2023-07': 11, '2023-08': 0, '2023-09': 0, '2023-10': 42, '2023-11': 37, '2023-12': 24, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 12, '2024-05': 7, '2024-06': 2}","{'commits': 122, 'pull_requests': 6, 'issues': 1, 'reviews': 6}"
ilus1,62,34,Python,"{'2023-06': 12, '2023-07': 16, '2023-08': 2, '2023-09': 0, '2023-10': 0, '2023-11': 30, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 2, '2024-05': 0, '2024-06': 0}","{'commits': 43, 'pull_requests': 2, 'issues': 0, 'reviews': 2}"
HeBatalha,178,6,JavaScript,"{'2023-06': 44, '2023-07': 33, '2023-08': 0, '2023-09': 27, '2023-10': 7, '2023-11': 26, '2023-12': 22, '2024-01': 0, '2024-02': 0, '2024-03': 2, '2024-04': 9, '2024-05': 8, '2024-06': 0}","{'commits': 158, 'pull_requests': 8, 'issues': 7, 'reviews': 2}"
emontnemery,3742,71,Python,"{'2023-06': 412, '2023-07': 302, '2023-08': 433, '2023-09': 319, '2023-10': 341, '2023-11': 212, '2023-12': 265, '2024-01': 299, '2024-02': 327, '2024-03': 288, '2024-04': 290, '2024-05': 254, '2024-06': 0}","{'commits': 1520, 'pull_requests': 1252, 'issues': 26, 'reviews': 894}"
peHaick,39,18,Python,"{'2023-06': 1, '2023-07': 5, '2023-08': 0, '2023-09': 0, '2023-10': 21, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 3, '2024-05': 9, '2024-06': 0}","{'commits': 12, 'pull_requests': 2, 'issues': 0, 'reviews': 0}"
